q01,q02,q03,q10,q12,q13,q20,q21,q23,q30,q31,q32
0.000305,0.000216,0.000556,0.000996,0.035181,0.004264,0.024979,0.050177,0.015967,0.029815,0.000206,0.000342
0.000349,0.000144,0.000521,0.002627,0.06507,0.000195,0.014627,0.067781,0.03125,0.030511,0.000812,0.001312
0.000135,0.000222,0.000735,0.008629,0.035207,0.000859,0.013121,0.042546,0.020293,0.022394,0.000192,0.00093
0.000267,0.000281,0.000269,0.00135,0.05431,0.003669,0.016513,0.08036,0.019248,0.027071,0.001413,0.000698
0.000397,0.000124,0.000367,0.001956,0.022939,0.002831,0.015537,0.027811,0.03362,0.029793,0.000532,0.001486
3.6e-05,0.000552,0.000304,0.004969,0.033849,0.004041,0.014306,0.05399,0.020276,0.026761,3.1e-05,0.001775
0.000331,0.000122,0.00052,0.004074,0.061543,0.001658,0.022429,0.090629,0.020084,0.026996,0.00028,0.000267
0.000285,0.000303,0.000385,0.01105,0.0433,0.002811,0.001541,0.099322,0.019057,0.025866,0.000341,8.5e-05
8.7e-05,0.000471,0.000248,0.001338,0.033994,0.002009,0.015658,0.055348,0.043147,0.028744,0.000837,0.001589
0.000193,0.000403,0.000545,0.009943,0.021862,0.006675,0.007855,0.038795,0.011428,0.023954,0.000528,0.000571
0.000253,0.000232,0.000311,0.001541,0.036407,0.002021,0.017142,0.033943,0.012928,0.025159,6.6e-05,0.001153
0.000429,9.1e-05,0.000397,0.006698,0.013304,0.014432,0.005675,0.030976,0.000377,0.028317,0.000394,0.000193
0.000148,0.000352,0.000464,0.004384,0.026741,0.017643,0.020746,0.048953,1.1e-05,0.027681,0.000704,0.000734
0.000202,0.000133,0.00042,0.000536,0.053205,0.012877,0.033526,0.088272,0.000108,0.025212,0.000849,0.001361
0.000452,0.000219,0.000379,0.008756,0.011336,0.005512,0.005918,0.020105,0.012253,0.026191,0.000127,0.000219
6.6e-05,0.000541,0.000193,0.000902,0.040191,0.001353,0.027016,0.048589,0.021099,0.025604,2.4e-05,0.001361
0.000283,0.000374,0.00052,0.001436,0.046375,0.000707,0.029835,0.079077,0.032816,0.02647,0.000162,0.001528
0.000204,0.000442,0.000311,0.00192,0.043083,0.001347,0.010478,0.060725,0.023905,0.028516,0.000344,0.000945
0.000736,9.4e-05,0.000295,0.006848,0.054991,0.002583,0.008237,0.095368,0.021206,0.026539,0.000427,9.5e-05
0.00019,0.000224,0.000565,0.001321,0.044811,0.000761,0.01759,0.079141,0.032799,0.027666,0.000316,0.000797
0.000142,0.000445,0.000236,4.1e-05,0.051936,0.014566,0.016085,0.089857,0.012401,0.030531,0.00021,0.001421
0.000133,0.000227,0.000499,5.7e-05,0.030676,0.014074,0.021139,0.066328,0.000161,0.026507,0.000685,0.000724
0.000203,0.000429,0.000262,0.000408,0.026966,0.020662,0.017316,0.050266,0.00049,0.023121,0.001169,0.002284
0.000427,0.000191,0.000308,0.007733,0.054354,0.010044,0.009609,0.076179,0.005433,0.028558,0.00035,1.3e-05
0.000209,0.000192,0.000263,0.004211,0.06023,0.00507,0.015282,0.086123,0.014119,0.026932,0.000827,0.000203
0.000519,3.2e-05,0.000509,0.008714,0.031991,0.004504,0.006609,0.033372,0.023112,0.02918,0.001187,0.000774
0.000154,0.000414,0.000223,0.002519,0.044564,0.006592,0.030068,0.07394,0.011431,0.024563,0.002541,0.000391
0.000102,0.000553,0.0003,0.004038,0.027561,0.008324,0.008033,0.053987,0.017151,0.028626,4.2e-05,0.001703
8.2e-05,0.000735,0.000105,0.000949,0.044287,0.000851,0.015919,0.088339,0.051852,0.029039,0.000244,0.000978
0.000315,0.000165,0.000389,0.005904,0.022387,0.003923,0.012937,0.019966,0.021178,0.025716,0.001546,0.00034
0.000285,9.9e-05,0.00068,0.009542,0.013783,0.003404,0.016097,0.01931,0.016051,0.02407,0.001854,0.000785
0.000147,6.6e-05,0.000449,0.008224,0.056946,0.002205,0.010323,0.082897,0.015572,0.027797,0.000976,0.000956
0.000347,0.000175,0.000525,0.006281,0.00886,0.001431,0.012267,0.009312,0.010134,0.01762,0.001621,0.002819
0.00038,8.8e-05,0.000414,0.012765,0.013643,0.00167,0.005524,0.013175,0.014469,0.028831,0.000963,0.000965
0.000359,0.000113,0.000141,0.002253,0.027688,2.2e-05,0.00585,0.017243,0.031623,0.029865,0.000865,0.00015
0.00023,0.000357,0.000511,0.00977,0.012867,0.000185,0.01084,0.018461,0.015783,0.021965,0.001488,5.8e-05
0.000293,0.000183,0.000213,0.001962,0.045847,0.002133,0.015607,0.075492,0.02125,0.028308,7.7e-05,7.3e-05
9.1e-05,0.000459,0.000212,0.004413,0.022522,0.006444,0.012415,0.040086,0.020459,0.028905,6e-06,0.000685
0.000144,7.2e-05,0.000249,0.012068,0.021852,0.001313,0.003479,0.02251,0.021789,0.029014,0.000258,0.001536
0.000236,0.000135,0.00042,0.00256,0.04256,0.000122,0.015027,0.056301,0.023572,0.029194,0.00048,0.000558
0.000195,0.000128,0.000368,0.00224,0.083335,0.003524,0.012497,0.084574,0.016388,0.028581,0.001385,0.000923
0.000358,0.000275,0.000584,0.000674,0.045057,0.000353,0.023952,0.061187,0.02778,0.023293,0.00125,0.000877
9.1e-05,0.000724,0.000552,0.000949,0.040444,0.003092,0.033013,0.075501,0.009784,0.021307,3e-05,0.000931
0.000215,0.000318,0.000425,0.010867,0.0231,0.001644,0.008078,0.044269,0.021192,0.025667,1.8e-05,3.9e-05
0.000101,0.000108,0.000351,0.001358,0.06162,0.000851,0.019473,0.077516,0.020036,0.028822,0.000366,0.001412
0.000528,0.0001,0.000532,0.004611,0.043061,0.001961,0.015051,0.055376,0.015223,0.023363,0.000571,0.000197
0.000468,0.000107,0.000276,0.004366,0.035205,0.000754,0.006568,0.048574,0.044601,0.029989,0.000272,5.6e-05
0.000338,5.1e-05,0.000793,0.002855,0.045159,0.002054,0.02109,0.057906,0.021942,0.028883,0.000427,0.003275
0.000247,0.000225,0.000376,0.017792,0.023752,0.004787,0.002347,0.042504,0.010227,0.027026,0.000762,0.000569
0.000414,5.3e-05,0.000339,0.0017,0.034982,0.001241,0.017941,0.036316,0.023239,0.024855,0.000258,0.000341
0.000229,0.000292,0.000576,0.005074,0.016079,0.000318,0.012731,0.018241,0.019214,0.022659,0.001309,0.000983
0.00014,0.000361,0.000651,0.001771,0.043434,0.003771,0.036782,0.08154,0.011221,0.030623,0.000198,0.000331
0.000211,0.000151,0.000346,0.006669,0.043216,0.001057,0.024751,0.079763,0.019793,0.02463,0.00133,0.000707
0.000545,3.1e-05,0.000404,0.000555,0.040968,0.008971,0.026896,0.054814,0.007543,0.024892,0.000712,0.000651
0.000288,0.000196,0.000169,0.001982,0.042445,0.002486,0.017304,0.050122,0.020587,0.02735,0.000428,0.000979
0.000483,4.3e-05,0.000333,0.004033,0.037005,0.000188,0.007788,0.037632,0.021165,0.03152,0.000174,0.000471
0.000492,3.5e-05,0.000264,0.007473,0.075119,0.00384,0.007599,0.096082,0.017681,0.026449,0.000514,0.000365
0.000325,2.4e-05,0.000281,0.006948,0.057719,0.005884,0.00231,0.09785,0.019461,0.029031,0.000183,0.000118
0.000337,5.8e-05,0.000375,0.000589,0.05593,0.002514,0.024279,0.083404,0.02932,0.024449,0.001297,0.000841
0.000471,5.8e-05,0.000175,0.003202,0.053584,0.002675,0.00841,0.076092,0.028528,0.031421,0.000165,0.00036
0.000266,0.000325,0.000332,0.000193,0.030585,0.004177,0.026622,0.044938,0.018423,0.027821,7.8e-05,0.000789
0.000426,0.000236,0.000151,0.000221,0.048464,0.005677,0.016981,0.068682,0.02342,0.030341,1e-05,0.001057
0.000178,0.000346,0.00024,0.000966,0.042518,0.001884,0.015909,0.067761,0.033114,0.028489,5e-06,0.000359
0.000383,0.000166,0.000415,0.001101,0.071112,0.0012,0.024644,0.081605,0.019531,0.025244,0.000451,0.001129
0.00023,0.000388,0.000167,0.000925,0.013553,0.011347,0.013635,0.034182,0.017608,0.031688,0.000211,0.000989
0.000217,0.000147,0.000451,0.002918,0.040876,0.001483,0.019914,0.052618,0.018224,0.024087,0.001229,0.000466
0.000166,0.000273,0.00015,0.005319,0.034396,0.003726,0.016844,0.053213,0.027815,0.028856,0.001198,0.001009
0.000257,0.000193,0.000205,0.003261,0.017322,0.008451,0.013734,0.038603,0.010238,0.028204,0.00052,0.000954
0.000624,8e-05,0.000413,0.006184,0.041097,0.01035,0.010081,0.087839,0.005717,0.028679,0.000286,0.000898
0.000187,0.000374,0.000247,0.001425,0.041442,0.002218,0.027829,0.045184,0.020725,0.025333,0.000968,7e-06
0.000231,0.000172,0.000334,0.007175,0.020978,0.007701,0.015007,0.045295,0.004958,0.027402,0.000582,0.001084
0.000408,0.000132,0.00027,0.011469,0.021425,0.00097,0.005617,0.050635,0.023118,0.026062,0.000286,0.00015
0.00038,0.000197,0.000425,0.006812,0.040797,0.00029,0.0073,0.070106,0.024267,0.029519,0.000581,0.001486
0.000473,6.8e-05,0.000305,0.008137,0.032937,0.012172,0.004505,0.064081,0.010648,0.025774,0.00088,0.000592
0.000121,0.000194,0.000187,0.007363,0.039632,0.011163,0.016121,0.098534,0.001211,0.024549,0.00224,0.001023
0.00036,0.000106,0.00056,0.012426,0.039493,0.001217,0.009866,0.055758,0.015033,0.021094,0.00072,0.002136
0.000363,8.4e-05,0.000221,0.000701,0.059852,0.002702,0.028878,0.082972,0.021036,0.028032,0.001218,0.001649
0.000235,0.000123,0.00065,0.001598,0.053348,0.001834,0.019914,0.091478,0.034568,0.023839,0.002009,0.001178
0.00032,0.00025,0.000468,7.1e-05,0.043552,0.001698,0.034826,0.065615,0.023714,0.024099,0.000344,0.000204
0.000153,0.000359,0.000563,0.004177,0.038865,0.000189,0.018647,0.046544,0.026026,0.028564,0.000729,0.000125
0.000477,0.000237,0.000316,0.005981,0.03065,0.003594,0.013633,0.048145,0.018424,0.027038,0.001185,0.000508
0.000617,6e-05,0.000252,0.002968,0.06027,0.002996,0.012571,0.084717,0.024464,0.026289,0.000345,0.000858
